ID,Education,Marital_Status,Income,Recency,Wines,Fruits,Meat,Fish,Sweets,Gold,NumDealsPurchases,NumWebPurchases,NumCatalogPurchases,NumStorePurchases,NumWebVisitsMonth,AcceptedCmp3,AcceptedCmp4,AcceptedCmp5,AcceptedCmp1,AcceptedCmp2,Complain,Response,Age,Children,Family_Size,Is_Parent,Spent
6466,Postgraduate,Partner,57236,22,105,0,9,2,1,4,3,2,1,4,3,0,0,0,0,0,0,0,57,2,4,1,121
9964,Graduate,Alone,61825,56,162,50,100,55,30,27,1,4,2,8,4,0,0,0,0,0,0,0,43,1,2,1,424
4790,Graduate,Alone,79803,54,574,8,216,21,16,33,1,4,3,5,1,0,0,0,0,0,0,0,64,1,2,1,868
10245,Undergrade,Alone,80910,71,160,80,369,67,39,41,1,3,3,8,1,0,0,0,0,0,0,0,36,0,1,0,756
1109,Postgraduate,Partner,27590,38,6,0,5,0,0,1,1,1,0,2,7,0,0,0,0,0,0,0,40,1,3,1,12
6001,Graduate,Partner,56775,62,614,35,160,58,35,35,2,5,8,10,5,0,0,0,0,0,0,0,43,1,3,1,937
5538,Graduate,Alone,83829,78,897,161,430,186,161,27,0,4,7,6,1,1,0,1,1,0,0,1,47,0,1,0,1862
10552,Undergrade,Partner,54210,18,70,54,109,80,9,45,2,4,1,7,5,0,0,0,0,0,0,0,43,1,3,1,367
1545,Graduate,Partner,38508,95,120,19,206,25,19,54,6,7,2,5,8,0,0,0,0,0,0,0,36,1,3,1,443
7409,Graduate,Partner,53187,66,211,2,30,7,7,10,2,4,1,6,5,0,0,0,0,0,0,0,52,1,3,1,267
4444,Graduate,Partner,30023,28,11,0,16,7,6,21,1,2,0,3,8,0,0,0,0,0,0,0,50,1,3,1,61
146,Postgraduate,Alone,76045,78,760,53,400,17,93,0,1,4,5,11,2,0,0,0,1,0,0,0,62,0,1,0,1323
6271,Postgraduate,Partner,50870,13,53,0,8,0,0,2,1,2,0,3,5,0,0,0,0,0,0,0,70,1,3,1,63
10065,Undergrade,Partner,15315,27,7,4,13,15,8,17,2,2,0,4,5,0,0,0,0,0,0,0,52,0,2,0,64
4741,Undergrade,Partner,65463,17,391,32,70,21,32,16,2,6,2,9,5,0,1,0,0,0,0,0,48,1,3,1,562
246,Graduate,Partner,66480,71,199,9,57,20,21,6,7,4,1,7,4,0,0,0,0,0,0,0,57,2,4,1,312
375,Graduate,Alone,76773,79,516,56,449,86,33,16,1,2,2,11,1,0,0,0,0,0,0,0,68,0,1,0,1156
1524,Undergrade,Alone,81698,1,709,45,115,30,160,45,1,8,2,5,5,0,0,0,1,0,0,1,39,0,1,0,1104
10022,Postgraduate,Alone,54466,78,12,0,4,0,0,0,1,1,0,2,5,0,0,0,0,0,0,0,49,2,3,1,16
7451,Postgraduate,Alone,98777,23,1000,19,711,125,115,38,0,4,6,9,1,0,1,0,0,0,0,0,62,0,1,0,2008
11010,Postgraduate,Alone,16269,75,19,3,18,3,1,0,3,3,0,3,8,0,0,0,0,0,0,0,38,1,2,1,44
4356,Graduate,Partner,71819,70,1224,28,140,0,14,168,3,3,3,5,6,0,1,1,0,0,0,0,51,1,3,1,1574
3885,Postgraduate,Partner,33569,10,16,2,18,3,0,24,1,1,1,2,8,1,0,0,0,0,0,1,39,1,3,1,63
1175,Postgraduate,Partner,36262,24,88,39,54,64,28,153,1,3,5,3,6,1,0,0,0,0,0,1,39,0,2,0,426
880,Undergrade,Partner,22634,47,2,23,11,8,6,46,1,2,1,2,8,0,0,0,0,0,0,0,56,0,2,0,96
2320,Undergrade,Partner,47025,98,508,11,59,23,5,29,5,11,1,6,9,0,0,0,0,0,0,0,44,1,3,1,635
850,Graduate,Alone,70566,4,381,28,215,84,28,21,2,6,5,9,3,0,0,0,0,0,0,0,54,1,2,1,757
4713,Postgraduate,Partner,31605,15,74,0,42,2,1,6,2,2,1,4,7,0,0,0,0,0,0,0,43,1,3,1,125
675,Postgraduate,Alone,52034,67,146,0,93,7,13,73,5,4,2,5,7,0,0,0,0,0,0,0,49,2,3,1,332
5025,Graduate,Alone,48526,32,23,17,23,43,20,9,1,2,1,4,3,0,0,0,0,0,0,0,43,1,2,1,135
2308,Graduate,Partner,46734,40,110,5,137,26,23,29,2,6,1,5,7,0,0,0,0,0,0,0,68,1,3,1,330
5995,Graduate,Alone,39552,54,165,3,147,4,24,41,7,6,2,5,8,0,0,0,0,0,0,1,60,2,3,1,384
6749,Graduate,Alone,86358,78,957,47,494,82,47,95,4,5,3,6,8,0,0,0,0,0,0,0,56,2,3,1,1722
1010,Graduate,Partner,46931,94,41,0,17,3,1,16,2,1,1,3,3,0,0,0,0,0,0,0,45,3,5,1,78
8977,Undergrade,Alone,16581,51,1,3,4,2,3,11,1,0,0,3,4,0,0,0,0,0,0,0,37,0,1,0,24
4756,Undergrade,Alone,63998,42,176,29,818,0,33,112,1,7,6,11,4,0,0,0,0,0,0,1,70,0,1,0,1168
3412,Postgraduate,Partner,67381,67,815,8,53,11,0,70,4,2,2,9,7,0,1,0,0,0,0,0,71,1,3,1,957
606,Graduate,Alone,25930,87,6,1,2,2,0,4,1,1,0,2,7,0,0,0,0,0,0,0,55,2,3,1,15
5961,Graduate,Partner,42693,29,8,4,20,6,3,16,1,1,0,3,5,0,0,0,0,0,0,0,44,1,3,1,57
2975,Graduate,Partner,85606,89,717,42,864,219,30,84,2,6,7,9,3,0,0,0,1,0,0,0,46,1,3,1,1956
2894,Graduate,Alone,72903,74,1067,138,750,0,19,39,1,7,5,8,4,0,1,1,1,0,0,1,37,0,1,0,2013
7613,Undergrade,Partner,49669,97,166,5,107,11,8,29,2,5,1,6,6,0,0,0,0,0,0,0,48,1,3,1,326
10542,Postgraduate,Partner,36778,63,29,4,34,2,4,4,3,3,0,3,9,0,0,0,0,0,0,0,54,2,4,1,77
8015,Postgraduate,Alone,85696,88,714,76,395,116,0,12,1,4,6,9,1,0,0,0,0,0,0,1,60,0,1,0,1313
10617,Postgraduate,Alone,10979,34,8,4,10,2,2,4,2,3,0,3,5,0,0,0,0,0,0,0,33,0,1,0,30
11166,Graduate,Partner,49678,81,229,5,56,3,2,20,2,6,2,4,7,0,0,0,0,0,0,0,61,1,3,1,315
849,Postgraduate,Partner,56129,65,320,48,133,39,72,48,4,6,2,10,4,0,0,0,0,0,0,0,69,1,3,1,660
523,Graduate,Partner,37155,51,23,0,26,7,15,3,1,2,0,4,5,0,0,0,0,0,0,0,33,1,3,1,74
4066,Undergrade,Alone,21282,76,1,5,8,4,8,20,2,2,1,2,6,0,0,0,0,0,0,0,44,1,2,1,46
8414,Postgraduate,Alone,33419,76,56,0,12,0,0,18,2,2,0,4,7,0,0,0,0,0,0,0,60,1,2,1,86
819,Graduate,Alone,63285,84,508,124,249,50,38,134,1,6,5,13,3,0,0,0,0,0,0,0,77,0,1,0,1103
4961,Postgraduate,Partner,21255,56,29,0,25,2,2,3,4,2,1,4,4,0,0,0,0,0,0,0,48,1,3,1,61
749,Graduate,Partner,42162,31,46,7,59,2,4,27,2,3,1,3,6,1,0,0,0,0,0,1,41,1,3,1,145
5430,Graduate,Partner,54450,0,454,0,171,8,19,32,12,9,2,8,8,0,0,0,0,0,0,0,66,2,4,1,684
7755,Postgraduate,Partner,57744,91,350,3,39,0,0,19,2,9,1,4,8,0,0,0,0,0,0,0,68,1,3,1,411
10525,Graduate,Alone,26576,40,10,0,8,0,0,9,1,1,0,2,9,1,0,0,0,0,0,1,36,1,2,1,27
1453,Postgraduate,Alone,57513,59,735,40,183,52,20,30,2,9,3,13,6,0,0,0,0,0,0,0,79,0,1,0,1060
8310,Graduate,Partner,68142,96,897,126,196,91,112,37,3,10,4,7,6,0,0,0,0,0,0,0,58,1,3,1,1459
10710,Graduate,Partner,7500,61,5,2,3,3,0,5,1,1,0,2,8,0,0,0,0,0,0,0,43,1,3,1,18
5031,Graduate,Partner,83145,14,777,35,731,39,137,114,1,5,9,11,2,0,0,1,0,0,0,1,48,0,2,0,1833
2613,Postgraduate,Partner,54197,16,162,6,37,6,13,13,2,1,3,6,1,0,0,0,0,0,0,0,62,1,3,1,237
213,Postgraduate,Alone,23091,98,35,0,11,0,0,2,4,2,1,3,7,0,0,0,0,0,0,0,59,2,3,1,48
967,Graduate,Partner,46049,11,342,9,112,19,14,19,10,5,2,9,7,0,0,0,0,0,0,1,46,2,4,1,515
1077,Graduate,Partner,56715,52,258,105,239,237,172,9,1,7,3,4,4,0,0,0,0,0,0,0,48,0,2,0,1020
7959,Graduate,Partner,79410,19,658,80,483,123,13,13,1,3,2,5,1,0,0,0,0,0,0,0,61,0,2,0,1370
640,Graduate,Partner,57304,61,356,80,329,138,17,106,2,7,6,10,5,0,0,0,0,0,0,0,71,1,3,1,1026
4252,Graduate,Partner,44375,73,213,5,28,7,7,41,1,4,1,6,5,0,0,0,0,0,0,0,57,1,3,1,301
8432,Graduate,Partner,54450,0,454,0,171,8,19,32,12,9,2,8,8,0,0,0,0,0,0,0,66,2,4,1,684
6218,Graduate,Partner,59594,74,457,4,29,0,0,9,1,8,1,7,7,0,1,0,0,0,0,0,57,1,3,1,499
6905,Graduate,Partner,80685,55,241,45,604,34,26,54,1,6,4,10,2,0,0,0,0,0,0,0,28,0,2,0,1004
5922,Postgraduate,Partner,40344,48,210,0,6,0,0,2,2,4,1,5,7,0,0,0,0,0,0,0,48,1,3,1,218
3598,Graduate,Partner,62710,53,441,35,83,7,29,11,4,4,2,12,4,0,0,0,0,0,0,0,50,1,3,1,606
6116,Undergrade,Partner,48985,13,19,13,18,10,7,8,1,1,1,3,3,0,0,0,0,0,0,0,54,1,3,1,75
6263,Graduate,Partner,35322,34,28,9,37,12,7,13,3,2,0,4,8,0,0,0,0,0,0,0,54,3,5,1,106
10486,Graduate,Partner,77142,54,476,75,162,29,151,97,1,4,4,8,2,0,0,0,0,0,0,0,74,0,2,0,990
2410,Graduate,Alone,81657,69,364,40,425,158,60,50,1,3,4,8,1,0,0,0,0,0,0,0,53,0,1,0,1097
193,Undergrade,Partner,14421,81,0,0,2,3,3,8,1,1,0,2,5,1,0,0,0,0,0,0,26,0,2,0,16
3363,Undergrade,Partner,20130,99,0,6,3,7,6,12,1,1,0,3,8,0,0,0,0,0,0,0,48,0,2,0,34
8278,Postgraduate,Partner,74214,3,863,83,547,86,99,33,1,8,2,5,5,0,0,0,0,0,0,0,32,0,2,0,1711
10660,Postgraduate,Partner,66726,61,349,7,35,0,0,47,3,8,2,4,7,0,1,0,0,0,0,0,65,2,4,1,438
8686,Undergrade,Partner,23724,65,5,23,15,0,18,14,2,2,0,3,8,0,0,0,0,0,0,0,43,1,3,1,75
1604,Postgraduate,Partner,47353,93,184,2,19,8,8,4,3,2,2,6,5,0,0,0,0,0,0,0,62,1,3,1,225
5907,Postgraduate,Partner,33444,24,8,0,8,0,0,2,1,1,0,2,8,0,0,0,0,0,0,0,70,2,4,1,18
10669,Graduate,Partner,54386,8,277,21,64,62,21,25,2,3,2,10,3,0,0,0,0,0,0,0,41,1,3,1,470
2918,Graduate,Alone,28510,72,44,5,19,0,4,19,3,2,0,4,5,0,0,0,0,0,0,0,41,2,3,1,91
5735,Postgraduate,Alone,90638,29,1156,120,915,94,144,96,1,3,4,10,1,0,0,1,0,0,0,0,31,0,1,0,2525
359,Graduate,Partner,48070,33,373,14,83,6,9,19,3,8,2,6,7,0,0,0,0,0,1,0,72,1,3,1,504
8387,Graduate,Partner,43140,68,134,8,76,6,0,11,1,4,1,5,6,0,0,0,0,0,0,0,65,1,3,1,235
1829,Postgraduate,Alone,54959,55,1148,0,60,0,0,24,3,9,5,4,7,0,1,0,0,0,0,1,61,1,2,1,1232
3839,Undergrade,Alone,15056,76,6,12,3,21,6,40,5,2,2,3,5,0,0,0,0,0,0,0,64,2,3,1,88
9392,Graduate,Alone,26954,17,4,1,11,0,0,1,1,1,0,2,7,0,0,0,0,0,0,0,51,1,2,1,17
2292,Graduate,Alone,22327,94,5,4,8,2,0,5,1,1,0,3,5,0,0,0,0,0,0,0,37,1,2,1,24
10466,Graduate,Partner,44393,86,24,2,20,2,2,10,2,1,0,4,4,0,0,0,0,0,0,0,57,2,4,1,60
9855,Postgraduate,Alone,62000,25,899,0,101,0,0,20,1,6,6,13,4,0,0,0,1,0,0,0,70,1,2,1,1020
4088,Postgraduate,Partner,31497,22,108,1,28,13,1,4,2,3,1,4,8,0,0,0,0,0,0,0,60,1,3,1,155
5231,Undergrade,Partner,45894,15,27,2,7,0,2,13,1,1,0,3,5,0,0,0,0,0,0,0,48,2,4,1,51
590,Postgraduate,Alone,78579,35,816,66,549,216,66,99,1,5,6,4,3,0,0,0,0,0,0,1,52,0,1,0,1812
8732,Postgraduate,Alone,67369,81,1298,0,70,37,14,42,4,7,4,10,4,0,1,1,0,0,0,1,53,1,2,1,1461
2315,Graduate,Alone,58401,55,10,0,11,17,29,29,1,1,2,2,4,0,0,0,0,0,0,0,62,1,2,1,96
3515,Graduate,Alone,62307,94,87,13,34,10,6,10,1,4,0,4,5,0,0,0,0,0,0,0,70,1,2,1,160
2245,Postgraduate,Partner,43641,50,57,2,51,4,2,23,3,2,1,4,6,0,0,0,0,0,0,0,53,2,4,1,139
6283,Postgraduate,Alone,63841,64,635,15,100,20,7,131,1,9,3,9,6,0,0,0,0,0,0,0,54,1,2,1,908
2246,Undergrade,Partner,46891,91,43,12,23,29,15,61,1,2,1,4,4,0,0,0,0,0,0,0,57,1,3,1,183
6606,Postgraduate,Partner,70091,11,964,34,137,15,0,11,2,5,2,10,8,0,1,0,0,0,0,0,53,1,3,1,1161
5545,Postgraduate,Partner,78075,72,572,8,259,34,35,80,1,3,5,5,1,0,0,0,0,0,0,0,50,0,2,0,988
7342,Undergrade,Alone,59184,6,341,142,113,259,151,66,3,6,6,12,5,0,0,0,0,0,0,0,61,1,2,1,1072
837,Graduate,Partner,54809,0,63,6,57,13,13,22,4,2,1,5,4,0,0,0,0,0,0,0,45,2,4,1,174
9500,Graduate,Partner,58113,66,221,104,169,102,78,84,3,9,2,8,7,0,0,0,0,0,1,0,63,1,3,1,758
3602,Postgraduate,Partner,51412,42,140,3,29,4,5,14,2,3,2,4,4,0,0,0,0,0,0,0,64,1,3,1,195
234,Graduate,Alone,15287,60,1,2,8,4,3,13,2,1,1,2,7,1,0,0,0,0,0,1,43,1,2,1,31
2995,Postgraduate,Partner,66636,64,291,10,689,84,10,0,1,3,4,9,1,0,0,0,0,0,0,0,65,0,2,0,1084
1118,Postgraduate,Partner,50965,87,544,13,85,8,6,29,3,10,4,5,8,1,0,0,0,0,0,0,66,1,3,1,685
7789,Postgraduate,Partner,84618,96,684,100,801,21,66,0,1,6,9,10,2,0,0,1,0,0,0,0,57,0,2,0,1672
3068,Graduate,Partner,18351,1,1,12,9,0,14,7,1,2,0,3,7,0,0,0,0,0,0,0,32,0,2,0,43
8955,Postgraduate,Partner,40451,54,35,0,4,0,0,10,1,1,1,2,5,1,0,0,0,0,0,0,65,2,4,1,49
945,Graduate,Partner,36317,53,87,3,25,3,2,13,2,3,0,4,7,0,0,0,0,0,0,0,57,1,3,1,133
5644,Graduate,Partner,42213,96,309,3,24,4,3,20,2,5,1,7,7,0,1,0,0,0,0,0,65,1,3,1,363
7192,Graduate,Partner,65748,58,172,73,93,95,78,34,2,2,4,10,1,0,0,0,0,0,1,0,67,1,3,1,545
2324,Graduate,Partner,77044,12,625,38,242,50,34,76,2,7,11,11,4,1,0,0,0,0,0,0,50,1,3,1,1065
697,Graduate,Partner,74918,78,972,59,913,25,19,59,1,5,9,6,3,0,0,1,0,0,0,0,53,0,2,0,2047
3439,Graduate,Partner,56721,64,157,6,39,6,13,75,5,4,1,5,6,0,0,0,0,0,0,0,50,2,4,1,296
1506,Graduate,Alone,42160,26,48,9,45,3,15,20,4,2,1,4,6,0,0,0,0,0,0,1,47,2,3,1,140
232,Graduate,Alone,61559,8,279,83,88,32,14,34,1,4,2,10,3,0,0,0,0,0,0,0,57,1,2,1,530
8876,Postgraduate,Partner,33629,49,132,0,16,0,0,4,5,3,1,4,9,0,0,0,0,0,0,0,59,2,4,1,152
4500,Postgraduate,Partner,68682,56,919,0,505,99,30,45,1,4,9,10,2,0,0,0,0,0,0,0,31,0,2,0,1598
9739,Graduate,Alone,34377,55,62,0,22,3,1,26,2,2,2,2,7,0,0,0,0,0,0,0,59,1,2,1,114
10395,Undergrade,Alone,8940,25,1,45,3,4,6,42,3,3,1,3,8,0,0,0,0,0,0,0,36,1,2,1,101
1176,Graduate,Partner,26228,50,2,6,4,3,1,9,1,1,0,2,8,0,0,0,0,0,0,0,49,1,3,1,25
1627,Undergrade,Alone,77297,84,408,61,109,48,122,41,1,5,7,9,4,0,0,0,1,0,0,0,65,0,1,0,789
938,Graduate,Partner,40211,30,51,1,7,2,1,25,2,2,1,2,8,1,0,0,0,0,0,0,41,2,4,1,87
2740,Postgraduate,Alone,33438,81,62,1,16,3,2,6,4,2,1,4,5,0,0,0,0,0,0,0,64,2,3,1,90
257,Postgraduate,Partner,75032,74,952,12,180,47,12,12,2,5,4,9,3,0,0,0,0,0,0,0,63,1,3,1,1215
4058,Postgraduate,Alone,61284,76,618,15,106,20,7,45,1,11,2,8,6,0,1,0,0,0,0,0,67,0,1,0,811
7736,Graduate,Partner,22518,36,11,7,12,2,2,27,2,2,1,2,5,1,0,0,0,0,0,1,36,1,3,1,61
8210,Postgraduate,Partner,54730,64,318,3,17,4,7,56,5,4,1,8,4,0,0,0,0,0,0,0,47,1,3,1,405
833,Postgraduate,Partner,38452,62,56,0,14,0,0,2,3,3,0,3,7,0,0,0,0,0,0,0,67,2,4,1,72
6230,Graduate,Alone,44421,53,110,5,59,7,1,7,5,5,0,4,8,0,0,0,0,0,0,0,51,2,3,1,189
7325,Postgraduate,Partner,38197,86,23,0,11,2,1,3,1,1,0,3,5,0,0,0,0,0,0,0,36,1,3,1,40
1307,Graduate,Alone,41986,15,27,5,8,8,3,12,3,3,0,4,4,0,0,0,0,0,0,0,44,1,2,1,63
1502,Graduate,Partner,28427,67,18,3,19,3,3,6,2,2,0,3,8,0,0,0,0,0,0,0,39,1,3,1,52
6211,Postgraduate,Partner,37395,47,18,0,9,0,1,11,1,1,0,3,6,0,0,0,0,0,0,0,46,1,3,1,39
843,Graduate,Partner,64722,47,303,0,280,60,147,15,4,8,2,11,6,0,0,0,0,0,0,0,51,1,3,1,805
4174,Postgraduate,Partner,55249,81,97,1,19,2,0,11,1,2,1,4,3,0,0,0,0,0,0,0,66,1,3,1,130
9757,Graduate,Partner,84906,98,997,15,414,99,30,76,1,5,6,12,2,0,1,1,0,1,0,0,50,0,2,0,1631
6918,Graduate,Partner,28691,56,5,4,13,8,0,4,1,1,0,3,8,0,0,0,0,0,0,0,33,1,3,1,34
286,Graduate,Alone,44213,48,95,11,35,0,4,7,4,2,1,5,6,0,0,0,0,0,0,0,70,2,3,1,152
11086,Undergrade,Alone,25707,18,1,6,2,3,6,3,1,1,0,3,7,0,0,0,0,0,0,0,38,1,2,1,21
1921,Postgraduate,Partner,59062,74,46,1,12,3,0,9,2,2,0,3,4,0,0,0,0,0,0,0,55,3,5,1,71
4138,Graduate,Alone,76624,68,411,106,147,54,115,66,1,5,10,7,1,1,0,0,0,0,0,0,60,1,2,1,899
7718,Postgraduate,Partner,66000,36,244,51,270,101,0,45,1,1,3,5,1,0,0,0,0,0,0,0,75,0,2,0,711
1291,Postgraduate,Partner,27683,90,152,9,121,12,12,45,4,6,2,4,8,0,0,0,0,0,0,0,44,1,3,1,351
6862,Graduate,Alone,1730,65,1,1,3,1,1,1,15,0,0,0,20,0,0,0,0,0,0,0,51,0,1,0,8
4136,Undergrade,Alone,7500,63,10,17,18,8,26,40,4,3,2,2,9,0,0,0,0,0,0,0,30,1,2,1,119
803,Graduate,Partner,40521,82,12,0,5,0,0,4,1,0,1,2,5,0,0,0,0,0,0,0,54,2,4,1,21
4298,Postgraduate,Partner,20427,63,5,0,4,0,0,1,1,1,0,2,8,0,0,0,0,0,0,0,49,1,3,1,10
10833,Graduate,Partner,65106,55,790,19,133,12,0,19,3,8,3,13,6,0,1,0,0,0,0,0,47,1,3,1,973
9606,Postgraduate,Partner,69969,64,882,29,514,38,29,44,1,4,2,6,3,0,0,1,1,0,0,1,57,0,2,0,1536
8534,Graduate,Partner,67433,51,615,28,259,12,48,30,4,6,5,13,4,0,1,0,0,0,0,0,70,2,4,1,992
5153,Postgraduate,Partner,77766,97,1004,59,265,115,59,27,2,11,10,11,6,1,0,0,0,0,0,1,55,1,3,1,1529
961,Graduate,Partner,74716,92,133,27,421,13,195,71,2,7,3,5,4,0,0,0,0,0,0,0,50,1,3,1,860
5011,Graduate,Alone,68118,51,595,23,123,10,23,154,2,8,9,4,6,0,0,0,0,0,0,0,59,1,2,1,928
6653,Postgraduate,Partner,55158,72,293,0,87,4,11,23,4,7,2,5,7,0,0,0,0,0,0,1,52,2,4,1,418
9094,Undergrade,Partner,62972,39,313,15,47,20,0,192,2,7,4,3,6,0,0,0,0,0,0,1,67,1,3,1,587
810,Graduate,Partner,74190,49,151,81,86,168,91,64,2,4,2,11,2,0,0,0,0,0,0,0,47,1,3,1,641
5493,Graduate,Partner,39356,21,15,0,2,0,0,6,1,1,0,2,6,1,0,0,0,0,0,0,46,2,4,1,23
2147,Graduate,Partner,76653,91,736,63,946,219,189,126,1,4,7,11,2,0,0,1,1,0,0,0,53,0,2,0,2279
5107,Postgraduate,Alone,35860,37,15,0,8,4,2,20,2,1,1,2,5,1,0,0,0,0,0,0,49,2,3,1,49
3979,Postgraduate,Alone,90687,98,982,17,672,23,34,51,1,6,2,8,2,0,0,1,0,0,0,1,39,0,1,0,1779
6049,Postgraduate,Partner,73450,85,1142,51,415,90,69,37,1,7,8,11,3,1,0,0,1,0,0,0,40,0,2,0,1804
8147,Graduate,Partner,31454,40,28,0,11,0,0,9,3,2,0,3,8,0,0,0,0,0,0,0,62,2,4,1,48
1857,Graduate,Alone,47139,2,46,0,12,0,2,23,2,2,1,2,7,0,0,0,0,0,0,1,70,2,3,1,83
3910,Graduate,Alone,83829,78,897,161,430,186,161,27,0,4,7,6,1,1,0,1,1,0,0,1,47,0,1,0,1862
5207,Postgraduate,Partner,53378,41,489,6,152,8,6,132,10,9,4,6,8,0,0,0,0,0,0,1,59,2,4,1,793
11114,Graduate,Partner,19656,94,25,4,9,6,8,32,3,2,1,3,7,0,0,0,0,0,0,0,52,1,3,1,84
5429,Postgraduate,Partner,45579,10,145,1,33,2,1,1,1,4,1,4,6,0,0,0,0,0,0,0,74,1,3,1,183
9400,Undergrade,Alone,85485,73,630,26,611,44,18,54,1,6,6,6,2,0,0,0,0,0,0,0,64,0,1,0,1383
1740,Graduate,Partner,55956,22,760,38,104,50,9,38,2,7,3,4,4,0,1,0,0,0,0,0,78,0,2,0,999
7488,Postgraduate,Alone,64191,30,420,15,186,151,38,15,3,5,3,13,3,0,0,0,0,0,0,0,59,1,2,1,825
195,Graduate,Alone,38808,21,125,17,52,3,19,30,4,5,1,4,8,1,0,0,0,0,0,1,50,1,2,1,246
635,Postgraduate,Partner,57183,51,464,5,64,7,0,70,8,9,1,7,8,0,0,0,0,0,0,0,56,2,4,1,610
7527,Postgraduate,Alone,23748,97,6,6,29,12,15,8,3,2,1,3,8,0,0,0,0,0,0,0,54,1,2,1,76
10319,Graduate,Partner,66303,56,1090,12,96,16,12,60,4,3,4,11,8,0,1,0,0,0,0,0,51,1,3,1,1286
2296,Postgraduate,Partner,37368,4,3,2,11,2,2,10,1,1,0,2,6,1,0,0,0,0,0,0,47,1,3,1,30
10637,Graduate,Partner,40800,77,24,0,27,8,30,10,2,3,0,3,7,0,0,0,0,0,1,0,58,3,5,1,99
2931,Graduate,Alone,71847,95,737,21,106,55,63,210,0,6,7,9,3,0,0,0,1,0,0,0,44,0,1,0,1192
907,Graduate,Partner,46149,36,254,6,71,4,0,27,5,5,1,7,5,0,0,0,0,0,0,0,47,1,3,1,362
3698,Graduate,Partner,78687,13,817,185,687,145,55,241,1,4,6,8,2,0,0,1,0,0,0,1,39,0,2,0,2130
9516,Undergrade,Alone,49118,90,620,54,239,99,98,119,2,9,7,10,7,0,1,0,0,1,0,1,51,0,1,0,1229
679,Postgraduate,Partner,37633,49,13,4,20,0,0,1,2,1,0,3,9,0,0,0,0,0,0,0,65,2,4,1,38
7384,Postgraduate,Partner,39767,18,113,61,204,34,26,47,2,7,1,7,8,0,0,0,0,0,0,0,71,0,2,0,485
5043,Undergrade,Partner,26997,89,7,23,78,133,49,144,2,4,2,5,7,0,0,0,0,0,0,0,71,0,2,0,434
5267,Graduate,Alone,33986,43,16,2,18,2,1,5,1,1,0,3,7,0,0,0,0,0,0,0,52,1,2,1,44
339,Postgraduate,Partner,57091,82,462,0,24,6,0,4,2,9,2,5,7,0,1,0,0,0,0,1,50,1,3,1,496
2516,Undergrade,Partner,46831,84,22,2,10,6,4,34,2,1,2,2,4,0,0,0,0,0,0,0,53,2,4,1,78
9010,Postgraduate,Partner,83151,80,968,147,842,137,42,210,1,5,7,10,2,1,0,1,1,0,0,1,50,0,2,0,2346
378,Graduate,Partner,52531,68,283,112,151,51,72,125,2,7,2,10,6,0,0,0,0,0,0,0,51,0,2,0,794
4808,Graduate,Partner,15759,12,1,2,5,6,0,3,1,1,0,2,7,0,0,0,0,0,0,0,66,0,2,0,17
5068,Graduate,Alone,22804,75,14,1,7,2,1,1,1,2,0,2,9,0,0,0,0,0,0,0,51,1,2,1,26
7628,Undergrade,Partner,43050,10,30,5,24,6,3,8,2,2,0,4,5,0,0,0,0,0,0,0,49,1,3,1,76
7128,Postgraduate,Alone,42997,91,4,0,5,0,1,5,1,1,0,2,7,0,0,0,0,0,0,0,45,2,3,1,15
2811,Postgraduate,Alone,48918,21,52,0,9,0,0,1,2,1,0,4,4,0,0,0,0,0,0,0,59,2,3,1,62
3551,Postgraduate,Partner,60033,28,62,1,57,19,11,48,2,2,1,5,2,0,0,0,0,0,0,0,68,1,3,1,198
1663,Postgraduate,Partner,34043,97,20,2,14,3,0,10,1,2,0,2,9,0,0,0,0,0,0,0,44,1,3,1,49
5543,Graduate,Partner,57811,49,545,7,114,37,21,78,5,7,2,11,5,0,1,0,0,0,0,0,56,1,3,1,802
1577,Graduate,Partner,78569,14,558,79,622,207,175,95,1,4,6,4,1,0,0,1,0,0,0,1,76,0,2,0,1736
10641,Graduate,Alone,7500,5,6,5,4,13,4,25,4,2,1,3,6,0,0,0,0,0,0,0,44,2,3,1,57
5336,Postgraduate,Partner,157733,37,39,1,9,2,0,8,0,1,0,1,1,0,0,0,0,0,0,0,51,1,3,1,59
6024,Graduate,Partner,94384,62,1111,24,790,160,45,172,0,5,8,5,2,0,1,1,1,0,0,1,69,0,2,0,2302
1878,Undergrade,Partner,23148,83,4,6,8,6,3,10,1,2,0,3,7,0,0,0,0,0,0,0,37,0,2,0,37
3099,Graduate,Alone,44267,48,183,5,65,3,5,49,5,5,2,4,9,0,0,0,0,0,0,0,52,2,3,1,310
6055,Graduate,Partner,71626,94,546,72,376,94,145,72,1,5,5,8,3,0,1,0,0,0,0,0,43,0,2,0,1305
5841,Graduate,Partner,60894,61,606,7,155,10,0,54,5,10,3,8,7,0,0,0,0,0,0,0,56,1,3,1,832
3972,Graduate,Partner,50200,70,266,6,51,8,6,64,6,7,1,5,8,0,0,0,0,0,0,0,46,2,4,1,401
4394,Postgraduate,Partner,81051,43,1142,29,249,38,29,14,1,5,5,12,2,0,1,1,0,0,0,0,57,0,2,0,1501
5758,Graduate,Partner,65169,23,1074,0,69,0,0,46,1,10,4,13,6,1,0,1,1,1,0,1,40,0,2,0,1189
6658,Graduate,Partner,59868,37,771,51,154,54,10,154,7,11,2,12,6,0,0,0,0,0,0,0,50,1,3,1,1194
